title,status,school,raw price,course_url,course_image_url,subtitle,instructor,instructor_image_url,instructor_bio,short_description,long_description,faqs,airtable duration string
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Free Class Snippets,,MyPilates&Yoga Styles Online,FREE,https://pystyles-online.teachable.com/p/free-class-snippets,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/3R5QbC6QSZSuJoMXHcnc,Enjoy These Free Previews From Our Main Unlimited Yoga & Pilates Course,,,,Enjoy these free previews from our main Unlimited Yoga & Pilates Course,"Discover what classes we have to offer, take a look at these little snippets. Your experience includes more than just asana and Pilates, it encompasses meditation, pranayama and yoga Nidra practices, posture labs, courses, challenges and more...you can always find a practice that matches your intention for your day.

We created The Heart of Traditional Yoga so you can have instant access to world class yoga and Pilates instruction anywhere, anytime. Deepen your practice and foster mindfulness beyond the mat with expert teachers of yoga, Pilates, meditation and more for practitioners of any level.","[{'When does the course start and finish?': 'The course starts now and never ends! It is a completely self-paced online course - you decide when you start and when you finish.'}, {'How long do I have access to the course?': 'How does lifetime access sound? After enrolling, you have unlimited access to this course for as long as you like - across any and all devices you own.'}, {'What if I am unhappy with the course?': 'We would never want you to be unhappy! If you are unsatisfied with your purchase, contact us in the first 30 days and we will give you a full refund.'}]",17:10
How To Process Anger [Free],,New Earth Alchemists Academy,FREE,https://newearthalchemistsacademy.teachable.com/p/how-to-process-anger,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/d7giaLGsRWEWHkMmn2Kf,Five Effective And Easy To Implement Tools For Inner Peace,Tiffany Tin,https://www.filepicker.io/api/file/XZheeh4ySfqBmKLPu9ej,"Hi, I'm Tiffany! I am the founder of My Inner Temple, New Earth Alchemists Academy, and High Priestess Ascension Academy. I am a certified meditation, Kundalini and chakra facilitator, Reiki Master level teacher, certified completion process practitioner, Tao Divine Healing Hands Healer, Ayurvedic Lifestyle Consultant, Thai Yoga Massage therapist that uses many modalities to release inhibiting fears and emotional pain caused by past experiences. I have led 250+ successful and valuable conscious workshops, healing events, courses, retreats, and webinars every year to share with my community in everything that helps us heal and be empowered. I specialize in energy healing, alchemy healing and facilitating your soul light journey to find your inner truth.",Five Effective and Easy to Implement Tools for Inner Peace,"Hi Alchemists! I'm Tiffany Tin, founder of My Inner Temple and the New Earth Alchemists Academy.

I help people reconnect with themselves deeply to learn how to heal emotional wounds to overcome inhibiting fears, restore into wholeness and breakthrough to inner peace, confidence and reclaim their authentic self.

When we are healed and empowered, we are more grounded, confident, in the flow, assertive and have healthy boundaries.

When we struggle with our emotional wounds, it can affect us in many ways. In my career what I have noticed is that these thought patterns are very sneaky! They hide in our subconscious, and because we have grown so used to them, many of us don't even know they are running in the background and draining our energy. It can cause you to feel stuck or lost.

Emotional wounds are painful, yet most of us are not taught how to heal them. Sometimes it is so painful that we start to feel numb, we feel nothing, or we might act out in anger to protect ourselves. We need to understand and heal our shadows. We need to bring in the light of our consciousness to illuminate these blind spots.

If we let them fester, it manifests itself repeatedly as patterns. You are sitting here asking yourself why did I get into this type of situation again? Or why is this person treating me like this?

All of these thought patterns are disempowering and can make us feel helpless to change our experience or circumstances.

The good news is that it doesn't have to be this way! That repeating cycle can end, starting today.

When we learn how to look into our shadows and transmute it into light through Alchemy Healing, it benefits our lives in so many ways:


Increase Emotional Intelligence, Interpersonal effectiveness

By learning about our trigger points and shadows, we begin to understand what drives ourselves and other people to behave a certain way. We become more compassionate and non-judgmental towards ourselves and others.


Connect quickly to the power of your inner voice and learn how it guides you in your healing process in a positive way

With this new found level of consciousness, you will be able to understand exactly why you are feeling or behaving a certain way and be able to express yourself clearly to others. This will decrease the frequency of misunderstandings and deepen your connection with others. You will know what is bothering you, triggering you, and how you can meet your own emotional needs.


Gain the clarity you need to connect to your emotional body quickly, cut down time spend on overthinking

My family struggled financially when I was a child. It was an unhealthy environment and caused many traumatic memories. I also struggled with huge self esteem issues because I was constantly bullied in school. After years of fragmentation and not healing myself, I developed panic attacks, I slept 16 hours a day because of depression, and I had one abusive relationship after another, until one day I just had it. I WANT to CHANGE my life.

I was feeling really tired and drained from overthinking and ruminating, thinking that I can THINK myself out of depression. I had the right intention to heal but I wasn't going at it with the right tools and techniques. I set out to research, I took some courses, and I went on to obtain several certifications. Now I am confidently leading successful healing workshops, classes, and retreats, and watching hundreds of people transform in front of me because of the information I share. Although life is a journey, I am finally able to feel happy with who I am, I kicked abusive relationships to the curb, and I found my loving partner. If I can do it, you definitely can too! 


Quick and Easy to Implement techniques proven effective even if you have a busy schedule 



Emotional healing seems like a hard to grasp topic, where do you even start? In this course, I break it down in an organized and concrete pathway so you can follow along with me without feeling overwhelmed. Videos are bite-sized, digestible and straight to the point.",,58:25:00
The 4 Principles Of Inner Alchemy [Free],,New Earth Alchemists Academy,FREE,https://newearthalchemistsacademy.teachable.com/p/inner-alchemy,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/CpPgSfYiRgiUNACQPgGh,Empowerment Through Healing The Emotional And Mental Body,Tiffany Tin,https://www.filepicker.io/api/file/YUgS6vxJQFKllkcGl7Ng,"Hi, I'm Tiffany! I am the founder of My Inner Temple, New Earth Alchemists Academy, and High Priestess Ascension Academy. I am a certified meditation, Kundalini and chakra facilitator, Reiki Master level teacher, certified completion process practitioner, Tao Divine Healing Hands Healer, Ayurvedic Lifestyle Consultant, Thai Yoga Massage therapist that uses many modalities to release inhibiting fears and emotional pain caused by past experiences. I have led 250+ successful and valuable conscious workshops, healing events, courses, retreats, and webinars every year to share with my community in everything that helps us heal and be empowered. I specialize in energy healing, alchemy healing and facilitating your soul light journey to find your inner truth.",Empowerment through Healing the Emotional and Mental Body,"Hi Alchemists! I'm Tiffany Tin, founder of My Inner Temple and the New Earth Alchemists Academy.

I help people learn how to heal emotional wounds and empower themselves through Alchemy Healing to overcome inhibiting fears, past trauma and breakthrough to inner peace, personal empowerment and find their authentic self.

When we are healed and empowered, we are more grounded, confident, in the flow, assertive and have healthy boundaries.

When we struggle with our emotional wounds, it can affect us in many ways. In my career what I have noticed is that these thoughts patterns are very sneaky! They hide in our subconscious and because we have grown so used to them, so many of us don't even know they are running in the background and draining our energy. It can cause you to feel stuck or lost.

Emotional wounds are painful, most of us are not taught how to heal emotional wounds. Sometimes it is so painful that we start to feel numb, we feel nothing, or we might act out in anger to protect ourselves. We need to understand and heal our shadows. We need to bring in the light of our consciousness to illuminate these blindspots.

And if we let them fester, it manifests itself again and again in our lives as repeating patterns. You are sitting here asking yourself why did I get into this type of situation again? Or why is this person treating me like this?

All of these thought patterns are very disempowering and can make us feel powerless to change our experience or circumstances.

The good news is, it doesn't have to be this way! That repeating circle can end starting today.

When we learn how to look into our shadows and transmute it into light through Alchemy Healing, it benefits our lives in so many ways.


Learn effective healing techniques that works


Increase Emotional Intelligence, Interpersonal effectiveness


Learn how to express yourself in a positive way


Gain the confidence you need to change your life circumstances

This is an introductory course to the advance level 'How to Heal the Emotional Body and Inner Child' and it is absolutely FREE. This information was not available to when I first started my healing journey, yet it is very helpful and valuable. I want to share it with you!

Topics: 


What is the purpose of healing?
What is Alchemy Healing?
Why do we have shadows?
Connecting with the Emotional Body
Understanding Thought Patterns
Validating and Expressing Our Emotional Needs
Coping Mechanisms: Shields, Bow and Arrow
The 3 Golden Nuggets",,2:35:26
Cultivating Self-Compassion,,Perinatal Wellbeing Ontario,FREE,https://perinatalwellbeing.teachable.com/p/cultivating-self-compassion-and-self-love,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/vSS0qhzRT6ueOqFDKa7F,"How To Incorporate More Kindness, Understanding And Compassion Into Your Life.",Fernanda Villanueva,https://www.filepicker.io/api/file/KeoSjyupQPCI6h23C2ka,"Fernanda Villanueva MSW RSW is Mental Health Therapist. She completed her Masters of Social Work from the University of Toronto and has over 10 years experience specializing in women's mental and reproductive health. She has supported women through various mental health challenges, life transition and reaching their personal goals.","How to incorporate more kindness, understanding and compassion into your life.","This course is all about fostering a sense
of gentleness and softness in the way that you talk to yourself and care
for yourself. If you have been catching yourself being really critical,
feel completely out of touch with your wants/needs, and in need of deep
restoration, you are gonna love this course. Because in this series, you
will learn how to create a space where you can cultivate more kindness,
understanding and self-compassion in your life.

Here is all the cool stuff you will experiment with in
this course:

Module One: We will review the importance of mindfulness,
and how to catch mindful moments if meditating for 30 minutes a day seems
laughable to you right now. You will be guided through a quick and easy mindfulness
meditation.

Module Two: We will examine elements of Cognitive
Behavioural Therapy and how you can begin challenging self-critical thoughts. You
will get some concrete strategies for quieting down that mean voice in your
head that whispers (or sometimes yells) cruel and untrue things.

Module Three: We will take a look at ways to incorporate
self-care into your life and begin creating some more space for you. Don’t
worry – this isn’t about taking more bubble baths. You will brainstorm what brings
you pleasure and create strategies to connect with pleasure able and restorative
moments more often.

Module Four: We will discuss boundaries and the importance
of learning how to create them and set them with those around you. Learn how to
connect with your ‘no’ and your ‘yes’, as well as how to communicate your no/yes
with those around you in little and big ways.

If you are picking up what Fernanda is putting
down (and we think you will), check out her work here:
https://www.bloomtherapytoronto.com/

For more info about Postpartum Support
Toronto please visit
https://www.postpartumsupporttoronto.com/","[{'When does the course start and finish?': 'The course starts now and never ends! It is a completely self-paced online course - you decide when you start and when you finish.'}, {'How long do I have access to the course?': 'How does lifetime access sound? After enrolling, you have unlimited access to this course for as long as you like - across any and all devices you own.'}, {'What if I am unhappy with the course?': 'We would never want you to be unhappy! If you are unsatisfied with your purchase, contact us in the first 30 days and we will give you a full refund.'}]",1:06:56
Sacred Self Love- Free Meditation,,Reiki & Spirit Development Academy,FREE,https://reikienergeticawareness.teachable.com/p/sacred-self-love,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://file-uploads.teachablecdn.com/ab846665eb284d12899f471cc59f31f1/7eef059c7740477eb93b68109d42fa77,Guided Self-Love Meditation,Violet Hategan,https://www.filepicker.io/api/file/c6n2gWnQRmCHyLgRJuW9,"Founder of @WildVioletOracle & WildVioletOracle.com. Violet is an Washington based 6th generation Traditional Usui Reiki Master & Teacher, psychic-intuitive medical medium.",Guided Self-Love Meditation,"A Guided meditation to deepen your connection with self, shift & rise your vibration.","[{'When does the course start and finish?': 'The course starts now and never ends! It is a completely self-paced online course - you decide when you start and when you finish.'}, {'How long do I have access to the course?': 'How does lifetime access sound? After enrolling, you have unlimited access to this course for as long as you like - across any and all devices you own.'}]",
Full Moon Release- Free Meditation,,Reiki & Spirit Development Academy,FREE,https://reikienergeticawareness.teachable.com/p/full-moon-release,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/vfGsCi6RBuOhk1OLOfSB,This Course Is A Guided Meditation & Curriculum To Give You The Guidance And Tools To Conduct Your Full Moon Release Ritual,Violet Hategan,https://www.filepicker.io/api/file/c6n2gWnQRmCHyLgRJuW9,"Founder of @WildVioletOracle & WildVioletOracle.com. Violet is an Washington based 6th generation Traditional Usui Reiki Master & Teacher, psychic-intuitive medical medium.",This Course is a guided meditation & curriculum to give you the guidance and tools to conduct your Full Moon Release ritual,This Course is a guided meditation & curriculum to give you the guidance and tools to conduct your Full Moon Release ritual,"[{'When does the course start and finish?': 'The course starts now and never ends! It is a completely self-paced online course - you decide when you start and when you finish.'}, {'How long do I have access to the course?': 'How does lifetime access sound? After enrolling, you have unlimited access to this course for as long as you like - across any and all devices you own.'}]",8:26
The Incarnation Of Jesus Through The Eyes Of Others,,"Shirin McArthur Ministries, LLC",FREE,https://shirin-mcarthur.teachable.com/p/incarnation-of-jesus,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/Bou1DUKXTwuVtWMWQqXw,An Online Retreat On Jesus' Incarnation,Shirin Mcarthur,https://www.filepicker.io/api/file/rP6d0o0ZQXSQZnqgLpis,"Shirin McArthur is a spiritual guide, writer and editor from the American Southwest. She ponders thesacred through prayer, poetry, dance, photography, nature, and contemplation. She has offered spiritual guidance for over twenty years and has been leading retreats since theearly 1990s.",An Online Retreat on Jesus' Incarnation,"Do you want to experience a retreat, but don't have the time or funds for a traditional retreat? Retreat in your own place, at your own pace.

In this no-cost eight-session retreat, you will delve deeply into Jesus' Incarnation by taking a fresh look at the
events surrounding Jesus’ coming into the world through the eyes of his mother
Mary, stepfather Joseph, the shepherds, wise men, and
others. Each session will include:


an audio podcast story/meditation, 
reflection questions, 
an additional offering to enrich your experience (music, images, articles), and
the opportunity to discuss your thoughts and experiences with other retreatants.

What participants are saying about this retreat:


The people came alive through the meditations in a way I had not experienced before.
I thought more about the people of the story rather than the story itself—and that was a gift.
The meditations were very sweet and I appreciated the questions.
It gave me a new lens through which to see the various people who were involved in this story historically and I liked the connection to the other retreatants.
Because of the meditations, I was better able to humanize the different Advent and Christmas stories. I was able to reflect on the people in these stories as multi-dimensional, as people instead of as archetypes or symbols or characters flat from so many retellings.

An
optional individual one-hour session of spiritual guidance via Skype/FaceTime
or phone is available for a US$75 fee.","[{'How long will I have access to the retreat?': 'The retreat is ongoing, which means you will have access to it for as long as you need. Please do not share the content with others, but encourage them to register for their own experience of the retreat.'}, {'Where can I learn more about other offerings by Shirin McArthur?': 'You may learn more at shirinmcarthur.com.'}]",9:30
[Free] 7 Day Guided Meditations,,Solluna Digital Products,FREE,https://beautydetox.teachable.com/p/7-day-guided-meditations,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://d2vvqscadf4c1f.cloudfront.net/QvMTnTHSJKaJ2ketfQiD_MeditationThumbnail.jpg,Build The Positive Habit Of Meditation In Just 7 Days.,Kimberly Snyder,https://www.filepicker.io/api/file/KoXBYuHzQV2ntRmOowae,"Kimberly Snyder is the founder of Solluna and the multi-time New York Times bestselling author of The Beauty Detox book series, Radical Beauty, co-written with Deepak Chopra and Recipes For Your Perfectly Imperfect Life. She hosts the top-rated Feel Good Podcast.",Build the positive habit of meditation in just 7 days.,"This is an extremely powerful course that will help you gain the grounding you need to succeed throughout your life in all areas.

The Meditations will help center your thoughts and mind to focus on what is truly important. This is arranged into 7 Days so that you can use one each morning (or whenever you need it).

Here are the included Meditations:


Stress and Relaxation
Feel Fully Alive, Youthful and Healthy
Attract More Love Now
Awaken the Beauty Within You
Effortless Abundance in All Ways
Focus on the Life You Want
Realize Your True Power","[{'When does the course start and finish?': 'The course starts now and never ends! It is a completely self-paced online course - you decide when you start and when you finish.'}, {'How long do I have access to the course?': 'How does lifetime access sound? After enrolling, you have unlimited access to this course for as long as you like - across any and all devices you own.'}, {'What if I am unhappy with the course?': 'We would never want you to be unhappy! If you are unsatisfied with your purchase, contact us in the first 30 days and we will give you a full refund.'}]",
The World Needs Peace,,Soul Wisdom E-School,FREE,https://soulwisdom.teachable.com/p/theworldneedspeace,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/nrgnC9UfRq0L4BKQx8gG,"Turmoil, Hate, Conflict, Deep Unhappiness = The World Needs Peace... 10-Min Peace Meditation, Soul Journalling Prompts, Peace Movement Actions",Bindi Shah,https://www.filepicker.io/api/file/L4s4bfHfSVmxgGU3qPDl,I am so happy to bring these e-courses to you and hope you enjoy learning through them as much as I have enjoyed creating them.,"turmoil, hate, conflict, deep unhappiness = the world needs peace... 10-min peace meditation, soul journalling prompts, peace movement actions","I formed this Peace Movement because I was seeing more and more that 'the world needs peace'. Do you see it too?

Everyday we see turmoil, hate, conflict, deep unhappiness - which can be present in our lives and we also see it in the world around us.

I feel the world needs peace and I hope you are here because you can see and feel it too. Together we can change this energy - one day, one meditation at a time.

This Peace Movement involves a daily practice of peace meditation. 10 minutes of your day meditating on peace, growing it within you and expanding it into the world.

There will be people meditating on peace all around the world and together we are giving the world the peace it needs.

Start when you are ready, bring in compassion if you miss a day or two and begin again as soon as you can.

The world needs your peace. 

Come join us in bringing peace to the world,

Bindi x","[{'When does the course start and finish?': 'The course starts now and never ends! It is a completely self-paced online course - you decide when you start and when you finish. Ideally you will be meditating on peace everyday - 10 minutes a day to make a difference in the world. If you miss some days, start again when you are ready.'}, {'How long do I have access to the course?': 'How does lifetime access sound? After enrolling, you have unlimited access to this course for as long as you like - across any and all devices you own.'}, {'Can meditating on peace really make a difference?': 'Yes! By meditating on peace, you are promoting and growing peace on an energetic level. We can all feel this energy of peace and so yes it can make a difference.\nI have included a PDF as part of the Peace Movement and I have highlighted some other peace-full actions you can undertake as well as the meditations.\nTogether we can and are making a difference.'}, {'What is included in this e-class?': 'The World Needs Peace e-class includes:\na welcome video;\nPeace Movement Workbook with soul-journalling pages;\na 10 minute audio peace meditation.'}]",2:52
Hairdressers Guide To Lower Work Stress With Mindfulness,,Stylist Support,FREE,https://carriehicks.teachable.com/p/hairdresser-stress,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/1uIC0kQYTH6apVQweMnz,"Relax, With Stress Relieving Techniques And Calming Meditations.",Carrie Hicks,https://www.filepicker.io/api/file/Sf7McEDiRVOmwIhVR28l,"""I'm Carrie. I was once a stressed, depressed and unhappy hairdresser. I'm still a hairdresser, but now I understand how to manage stress and adore my craft. Mindfulness was the solution that saved me from turning my back on my hairdressing career.","On this course you’ll listen to specially crafted meditations, designed to help you make time for yourself. You will learn techniques to relieve stress.","Are you a stressed out hairdresser? Day in, day out, we are expected to perform hair miracles while listening to client personal problems. We are ""counsellors"", baby sitters, social media experts, fashion advisers, coffee makers, friends, receptionists, managers, marketing directors, wedding coordinators, cleaners and the list goes on. We are expected to manage a busy schedule and endless stream of DMs (""direct messages"" to most but to a hairstylist, ""demanding messages"") and all with a smile on our face. Is it any wonder we are stressed?

This course will help you to ditch stress and reclaim the passion you once felt for your otherwise incredible career. Sign up now! Includes;


Access to hairdresser-specific guided meditations. These help to change your though processes and relieve stress.
Teaches you about mindfulness.
Techniques to help you deal with stress as it arises in salon or with a client. 
Simple questionnaires to help you track your progress.

The course is written by a hairdresser, with hairdressers in mind. Easy to complete in your spare time, over the course of a week or two. What are you waiting for? Start now to rid yourself of stress and return to the happy-hairdresser you were meant to be.","[{'When does the course start and finish?': 'The course starts now and never ends! It is a completely self-paced online course - you decide when you start and when you finish.'}, {'How long do I have access to the course?': 'How does lifetime access sound? After enrolling, you have unlimited access to this course for as long as you like - across any and all devices you own.'}, {'What if I am unhappy with the course?': 'We would never want you to be unhappy! If you are unsatisfied with your purchase, contact us in the first 30 days and we will give you a full refund.'}]",
High Frequency Activation Meditation Series,,Taylor Stone Mastery Courses,FREE,https://8-week-mind-body-soul-transformation.teachable.com/p/meditiations,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://file-uploads.teachablecdn.com/19f05c3bbb97475ba486255cede4b1f1/139d5771619c47db90930273a672ed4e,Activate The Power Within,,,,,Increase and expand your energetic signature and magnetically attract what it is you desire.,,
Cycle With The Wheel,,The 12th Space Ascension School,FREE,https://12thspace.teachable.com/p/cycle-with-the-wheel,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/Ka5dGcvhS9Sf2z7faIS5,Learn About The Wheel Of The Year,Danielle Donnelly Smyth,https://www.filepicker.io/api/file/7RBE0m1fTNWiCfiCNtkb,"Hey, I’m Danielle, Welcome to my School Platform where you can find my recorded ceremonies, courses and online webinars sharing a range of topics from Astrology, The Celtic Wheel of the Year, Energy and Intuitive Healing Development and Empowered Birth ...",Intro Class to The Celtic Wheel of the Year - astrological and ascension guidance,"Learn about the Wheel of the Year, a cycle of our Sun through the Zodiac which can teach us about flow, phases of Light/Life. From birth, through growth, celebration of Life, beauty in deterioration, death, honouring of death, wisdom in regeneration and rebirth.
Head to 12th Space Ascension School – via teachable to sign up to the course.

Course offers:


Basic – overview of the Wheel of the Year

The Basic is a Free Class
Please offer a donation if you enjoy this free material. Thank you!

Progress and purchase classes as they are released and meditation for each of the 8 celebrations of the Wheel.

In the specific classes you will be offered tips and associated rituals, healing tools, practices and offerings to work with this energy and incorporate it with your own Light/Life.

The Meditations will be for the energy of that time, but can be used as often as you like to assist in moving and growing with that cycle of energy you are working on in your life.

Wheel of the Year:


Samhain
Winter Solstice
Imbolc
Spring Equinox
Beltane
Summer Solstice
Lughnasadh
Autumn Equinox","[{'When does the course start and finish?': 'The course starts now and never ends! It is a completely self-paced online course - you decide when you start and when you finish.'}, {'How long do I have access to the course?': 'How does lifetime access sound? After enrolling, you have unlimited access to this course for as long as you like - across any and all devices you own.'}, {'What if I am unhappy with the course?': 'We would never want you to be unhappy! If you are unsatisfied with your purchase, contact us in the first 30 days and we will give you a full refund.'}]",
Live Zoom 2021 For Bealtaine - Wheel Of The Year Celebration,,The 12th Space Ascension School,FREE,https://12thspace.teachable.com/p/bealtaine-live-zoom-2021,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/4PMttzTTuyQYJ54C94ti,Celebrate The Turning Of The Wheel - Bealtaine - A Cross Quarter Fire Festival,Danielle Donnelly Smyth,https://www.filepicker.io/api/file/7RBE0m1fTNWiCfiCNtkb,"Hey, I’m Danielle, Welcome to my School Platform where you can find my recorded ceremonies, courses and online webinars sharing a range of topics from Astrology, The Celtic Wheel of the Year, Energy and Intuitive Healing Development and Empowered Birth ...",Celebrate the Turning of the Wheel - BEALTAINE - a cross quarter fire festival,"LIVE ZOOM: Bealtaine - Wheel of the Year Celebration
My first Live class back since Seb was born (yay!)

FYI: This offering for May 2021, will be a guided meditation and class for the current and upcoming astrological cycles we are playing in. I will briefly talk about Bealtaine too! There is prerecorded class HERE specifically for Bealtaine Festival which will be a longer class and meditation.

Join me in online ceremony to celebrate and honour the energy of our times now! This is via Live Connection on Zoom.

The recording will be loaded here as a class to re listen to after the live.



Date: 1st May 2021

Time: 11AM - 12:30PM (90mins)

Sugessted exchange: €11

If my offerings assist your journey, you can honour it with an exchange. Either share and promote my offerings to further my visibility with more loving folk like you, equally if you have financial abundance, donations of any amount are greatly appreciated.

THANK YOU

You can enter the amount at: https://www.paypal.me/danielle12thspace","[{'When does the course start and finish?': 'The course starts now and never ends! It is a completely self-paced online course - you decide when you start and when you finish.'}, {'How long do I have access to the course?': 'How does lifetime access sound? After enrolling, you have unlimited access to this course for as long as you like - across any and all devices you own.'}, {'What if I am unhappy with the course?': 'We would never want you to be unhappy! If you are unsatisfied with your purchase, contact us in the first 30 days and we will give you a full refund.'}]",
Autumn Equinox Ceremony,,The 12th Space Ascension School,FREE,https://12thspace.teachable.com/p/autumn-equinox,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/hQLzWB5RDuh5vM9EEO5g,Turning Of The Wheel,Danielle Donnelly Smyth,https://www.filepicker.io/api/file/7RBE0m1fTNWiCfiCNtkb,"Hey, I’m Danielle, Welcome to my School Platform where you can find my recorded ceremonies, courses and online webinars sharing a range of topics from Astrology, The Celtic Wheel of the Year, Energy and Intuitive Healing Development and Empowered Birth ...",Autumn Equinox Webinar + Ceremony,"Autumn Equinox Webinar Ceremony
21st Sept 2020 18:00-19:30 BST (Dublin, London, Lisbon time)

Autumn Equinox Mabon Webinar Ceremony

ONLINE Webinar

Recording available after LIVE event.

Join me via Zoom for a webinar to learn about and align with the Wheel of the Year Quarter Festival Mabon (Autumn Equinox)

This online class is split with both information for home practice + ritual and an etheric guided meditation.

Optional addition: make your own Cuppa Cacao!

Email [email protected] for links: Zoom Room + Ascension School Classroom

Suggested €10 Donation link

90 mins","[{'When does the course start and finish?': 'The course starts now and never ends! It is a completely self-paced online course - you decide when you start and when you finish.'}, {'How long do I have access to the course?': 'How does lifetime access sound? After enrolling, you have unlimited access to this course for as long as you like - across any and all devices you own.'}, {'What if I am unhappy with the course?': 'We would never want you to be unhappy! If you are unsatisfied with your purchase, contact us in the first 30 days and we will give you a full refund.'}]",1:08:28
Winter Solstice (Webinar + Meditation),,The 12th Space Ascension School,FREE,https://12thspace.teachable.com/p/winter_solstice_2020,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/8lJQ7PQVRwS5p0TljX2N,Turning Of The Wheel,Danielle Donnelly Smyth,https://www.filepicker.io/api/file/7RBE0m1fTNWiCfiCNtkb,"Hey, I’m Danielle, Welcome to my School Platform where you can find my recorded ceremonies, courses and online webinars sharing a range of topics from Astrology, The Celtic Wheel of the Year, Energy and Intuitive Healing Development and Empowered Birth ...",Winter Solstice Webinar + Ceremony,"Winter Solstice Webinar & Meditation Ceremony
Live 5pm 20th Dec 2020

Winter Solstice Webinar & Meditation Ceremony

Recording Available after the Live Zoom Call

To register for the Zoom Link Join this Course

This online class is split with both information for home practice + ritual and an etheric guided meditation.

Optional addition: make your own Cuppa Cacao!

The class is by donation - your offering is greatly appreciated

Email [email protected] for links: Zoom Room + Ascension School Classroom

Suggested €10 Donation link","[{'When does the course start and finish?': 'The course starts now and never ends! It is a completely self-paced online course - you decide when you start and when you finish.'}, {'How long do I have access to the course?': 'How does lifetime access sound? After enrolling, you have unlimited access to this course for as long as you like - across any and all devices you own.'}, {'What if I am unhappy with the course?': 'We would never want you to be unhappy! If you are unsatisfied with your purchase, contact us in the first 30 days and we will give you a full refund.'}]",49:35:00
Samhain Ceremony (Webinar + Meditation),,The 12th Space Ascension School,FREE,https://12thspace.teachable.com/p/samhain_2020,https://process.fs.teachablecdn.com/ADNupMnWyR7kCWRvm76Laz/resize=width:705/https://www.filepicker.io/api/file/1Mpy4luhQai90dx0hlG1,Turning Of The Wheel,Danielle Donnelly Smyth,https://www.filepicker.io/api/file/7RBE0m1fTNWiCfiCNtkb,"Hey, I’m Danielle, Welcome to my School Platform where you can find my recorded ceremonies, courses and online webinars sharing a range of topics from Astrology, The Celtic Wheel of the Year, Energy and Intuitive Healing Development and Empowered Birth ...",Samhain Webinar + Ceremony,"Samhain Webinar & Meditation Ceremony
Pre-Recorded

Samhain Webinar & Meditation Ceremony

No Live event this time as baby no.2 is due on 5th Nov 2020 - so I am sinking into birth preparation/ or newborn land! Yay!

Join this pre-recorded webinar to learn about and align with the Wheel of the Year Fire Festival - Samhain

This online class is split with both information for home practice + ritual and an etheric guided meditation.

Optional addition: make your own Cuppa Cacao!

The class is by donation - your offering is greatly appreciated

Email [email protected] for links: Zoom Room + Ascension School Classroom

Suggested €10 Donation link","[{'When does the course start and finish?': 'The course starts now and never ends! It is a completely self-paced online course - you decide when you start and when you finish.'}, {'How long do I have access to the course?': 'How does lifetime access sound? After enrolling, you have unlimited access to this course for as long as you like - across any and all devices you own.'}, {'What if I am unhappy with the course?': 'We would never want you to be unhappy! If you are unsatisfied with your purchase, contact us in the first 30 days and we will give you a full refund.'}]",1:34:39
